"Area","gradstudents_per_faculty","funded_per_faculty","unfunded_per_faculty","tt_headcount","UniquePeople","Productivity","ProductivityWithDeptCollabs","ProductivityWithoutDeptCollabs","ProductivityFirstAuthor","ProductivityLastAuthor","WindowedGroupSize","WindowedGroupSize4","YearGroupSize","YearsSinceDegree","CumulativeGroupSize","uniform_percentile","ft_funded","Umbrella","FundedRatioQuartile","NumFundedQuartile","PrestigeSegment","FundedRatioTopHalf","ProductivityMedian","ProductivityWithDeptCollabsMedian","ProductivityWithoutDeptCollabsMedian","ProductivityFirstAuthorMedian","ProductivityLastAuthorMedian","YearGroupSizeMedian","YearsSinceDegreeMedian","CumulativeGroupSizeMedian","WindowedGroupSizeMedian","WindowedGroupSize4Median","ProductivityVariance","ProductivityWithDeptCollabsVariance","ProductivityWithoutDeptCollabsVariance","YearGroupSizeVariance","ProductivitySD","YearGroupSizeSD","CONTROL","AreaHasCollabNorm","log_funded_per_faculty_p1","log_unfunded_per_faculty_p1","pi_tritile","pi_decile","uniform_percentile100","scale_log_funded_per_faculty_p1","scale_log_unfunded_per_faculty_p1","scale_uniform_percentile100","log_tt_headcount","scale_tt_headcount"
"Political Science",1.53333333333333,0.333333333333333,1.2,30,22,1.58991702741703,0.439844877344877,1.15007215007215,0.972041847041847,0.603084415584416,1.53400072150072,1.6525974025974,0.984397546897547,14.7727272727273,2.63636363636364,0.611111111111111,10,"Social Sciences",1,1,7,"False",1.33333333333333,0,1.12698412698413,0.928571428571429,0.330357142857143,0.817460317460317,15,1,1,1,1.92426400825281,1.9300469210652,0.549700485854114,0.592581455481824,1.38717843417954,0.769793125119875,0,FALSE,0.415037499278844,1.13750352374994,2,7,61.1111111111111,-0.724437421599021,-0.330738737165155,0.420329176476713,4.90689059560852,0.880893390115584
"Engineering",2.74074074074074,1.51851851851852,1.22222222222222,27,18,2.96637004970338,1.40754369087702,1.55882635882636,0.189421997755331,1.29430415263749,4.62655523488857,5.32912057078724,2.66677088343755,15.0555555555556,7.27777777777778,0.558282208588957,41,"Engineering",1,2,6,"False",2.10606060606061,0.875,0.783333333333333,0,1,2.79166666666667,11,5,3.2,3.88571428571429,9.34227879758508,1.71692558028551,4.31306034014463,3.33342484482144,3.05651415792322,1.8257669196317,0,TRUE,1.33257533908687,1.15200309344505,2,6,55.8282208588957,0.173631226720735,-0.316999721023426,0.216696707091605,4.75488750216347,0.723482962288675
"Sociology",20.3333333333333,7,13.3333333333333,3,22,1.22490981240981,0.216901154401154,1.00800865800866,0.634415584415584,0.56729797979798,1.84020562770563,2.06002886002886,0.894408369408369,26.8181818181818,2.90909090909091,0.602649006622517,21,"Social Sciences",3,2,7,"True",1,0.171428571428571,0.55,0.563492063492063,0.388888888888889,0.8875,30,2,1.45535714285714,1.61904761904762,1.18792332439229,0.0558586584585734,1.25017001758215,0.24901565869253,1.08991895313013,0.499014687852502,0,FALSE,3,3.84130225398094,2,7,60.2649006622517,1.80567488359552,2.23123621655678,0.38771143976555,1.58496250072116,-2.55920845765029
"Chemical Sciences",4.72,3.44,1.28,25,58,4.08958053440812,2.98775563516943,1.10182489923869,0.216626237746927,2.44733791113101,10.8371280539384,12.6158425386874,5.61154587749415,17.9310344827586,23.9310344827586,0.691943127962085,86,"Natural Sciences",2,3,7,"True",2.85714285714286,2,0.527777777777778,0,1.40178571428571,4.125,14,17.5,7.75,9.04545454545455,20.8027330087931,14.1410830459931,1.8252242009488,17.0744668175434,4.56100131646474,4.13212618606249,0,TRUE,2.15055967657538,1.18903382439002,3,8,69.1943127962085,0.974258793719755,-0.281911382480226,0.731901486536342,4.64385618977472,0.608501839278744
"Physical Sciences",5.84210526315789,4,1.84210526315789,19,35,2.0481746031746,1.16647392290249,0.881700680272109,0.284081632653061,0.886598639455783,9.30696145124716,10.5964965986395,5.93877551020408,20.5142857142857,19.6285714285714,0.741293532338308,76,"Natural Sciences",3,3,8,"True",1.85714285714286,0.875,0.4,0.111111111111111,0.555555555555556,2.33333333333333,17,9,4.11111111111111,4.77777777777778,2.68846871341129,1.76624423261368,1.04241563080259,98.0419044059422,1.63965505927658,9.90161120252367,0,TRUE,2.32192809488736,1.50695998871988,3,8,74.1293532338308,1.14199095376924,0.0193384335800139,0.922125856691859,4.24792751344359,0.198488457855317
"Computational Sciences",38.5,23.5,15,4,30,3.70340067340067,2.6262962962963,1.07710437710438,0.143518518518519,0.724292929292929,8.91498316498317,10.2623484848485,5.11078282828283,14.6333333333333,11.8333333333333,0.63265306122449,94,"Formal Sciences",3,3,7,"True",3.16666666666667,2.3,0.784090909090909,0,0.5,4,12,10.5,8.36666666666667,9.2,5.84521633846886,3.40642301072961,1.15657741791537,12.7388701414616,2.41768822193203,3.56915538208434,0,TRUE,4.61470984411521,4,3,7,63.265306122449,3.38612227684586,2.3816097062574,0.503364035948165,2,-2.12940647898655
"Economics",3.05,0,3.05,20,25,0.853650793650794,0.106603174603175,0.747047619047619,0.367079365079365,0.310269841269841,1.34873015873016,1.4948253968254,0.858761904761905,19.92,1.96,0.634730538922156,0,"Social Sciences",0,0,7,"False",0.8,0,0.8,0.222222222222222,0.2,0.555555555555556,23,1,1,1,0.636922542936928,0.0510830666834635,0.444379397098345,2.39926315560175,0.798074271566831,1.54895550471979,0,FALSE,0,2.01792190799726,3,7,63.4730538922156,-1.13066826005398,0.503498598631386,0.511371809978503,4.32192809488736,0.275121524462715
"Mathematical Sciences",3.42857142857143,1.71428571428571,1.71428571428571,21,38,1.79154135338346,0.547326649958229,1.24421470342523,0.802067669172932,0.552694235588972,2.28064954051796,2.51068295739348,1.38240392648287,19.0526315789474,3.97368421052632,0.623115577889447,36,"Formal Sciences",3,3,7,"True",1.38095238095238,0.292857142857143,1,0.5,0.5,1,12,3,1.92857142857143,2,2.65594794714156,0.778960386272416,1.66347873069991,1.35905322223853,1.62970793307929,1.16578438068046,0,FALSE,1.44057259138598,1.44057259138598,2,7,62.3115577889447,0.279336890494561,-0.0435667106936912,0.466601180948109,4.39231742277876,0.348014871346073
"Sociology",1.69047619047619,0.523809523809524,1.16666666666667,42,22,0.841450216450216,0.100721500721501,0.740728715728716,0.59724025974026,0.558910533910534,1.19049422799423,1.29507575757576,0.696969696969697,26.1363636363636,1.86363636363636,0.788079470198676,22,"Social Sciences",1,2,8,"False",0.844444444444444,0,0.757142857142857,0.571428571428571,0.428571428571429,0.746031746031746,27,1.5,1,1,0.288075422729618,0.0247310651052148,0.304861314254738,0.16196300413704,0.536726580979196,0.402446274845526,0,FALSE,0.60768257722124,1.11547721741994,3,9,78.8079470198676,-0.535880070341029,-0.351609686067348,1.10246532247973,5.39231742277876,1.38358871566269
"Physical Sciences",3.57894736842105,3.44736842105263,0.131578947368421,38,41,2.08562717770035,1.00202284165699,1.08360433604336,0.417305458768873,0.913801780874952,6.84342818428184,7.96983159117306,3.73308168795974,25.5365853658537,14.8780487804878,0.940298507462687,131,"Natural Sciences",2,3,10,"True",1.5,0.444444444444444,0.571428571428571,0.142857142857143,0.444444444444444,1.33333333333333,26,7,2.66666666666667,3,4.92378785204235,1.56643226257305,1.60660225685803,72.4258717463159,2.21896098479499,8.51033910877328,0,TRUE,2.1529519228386,0.178337241258512,3,10,94.0298507462687,0.976600279024062,-1.23959336629195,1.68920358440928,5.24792751344359,1.23406230217193
"Economics",2.43478260869565,0.347826086956522,2.08695652173913,46,23,0.961473429951691,0.226811594202899,0.734661835748792,0.451432022084196,0.329106280193237,1.66273291925466,1.84711870255349,0.906815044858523,22.4347826086957,2.78260869565217,0.826347305389222,16,"Social Sciences",1,2,9,"False",0.857142857142857,0.166666666666667,0.571428571428571,0.285714285714286,0.333333333333333,0.875,22,2,1.33333333333333,1.5,1.02383716577687,0.0606939122816452,0.788539528056868,0.522639299058812,1.01184839070726,0.722937963492589,0,FALSE,0.430634354329862,1.62618516344767,3,9,82.6347305389222,-0.709171515468504,0.132309827526786,1.24997120289444,5.52356195605701,1.51950212153519
"Political Science",3.22222222222222,1.11111111111111,2.11111111111111,18,17,0.836624649859944,0.149159663865546,0.687464985994398,0.537605042016807,0.539985994397759,1.26505602240896,1.4187675070028,0.715756302521008,23.5294117647059,2.41176470588235,0.790123456790123,20,"Social Sciences",2,2,8,"True",0.666666666666667,0,0.571428571428571,0.5,0.5,0.571428571428571,23,1,1,1,0.24999637354942,0.0707087522509004,0.239026204231693,0.253373463968921,0.499996373536269,0.503362159850063,0,FALSE,1.07800251200127,1.63742992061529,3,9,79.0123456790123,-0.0755398317366865,0.142964757533974,1.11034400284474,4.16992500144231,0.117711096635806
"Engineering",17.2857142857143,11.3571428571429,5.92857142857143,14,40,5.72733523421023,3.96428335553336,1.76305187867688,0.276369047619048,1.72989711677212,11.0018663974914,12.7787701187701,6.54643752081252,21.75,25.6,0.929411764705882,159,"Engineering",3,3,10,"True",3.85,2.875,1.05,0.125,0.9375,4.28181818181818,20.5,15,7.48181818181818,8.58928571428572,21.8839982082147,11.8394669955458,5.663690663883,27.6023755983158,4.67803358348512,5.25379630346627,0,TRUE,3.62727330557912,2.79255792012952,3,10,92.9411764705882,2.41963810693939,1.23750222069993,1.64723992048121,3.8073549220576,-0.257756994306797
"Biological Sciences",3.91666666666667,3.16666666666667,0.75,12,22,0.798250360750361,0.507359307359307,0.290891053391053,0.0941558441558441,0.313221500721501,4.13546176046176,4.92279942279942,1.80775613275613,29,9.5,0.547619047619048,38,"Natural Sciences",3,2,6,"True",0.598214285714286,0.236111111111111,0.2,0,0.154761904761905,1.125,32,6.5,2.67777777777778,3.51111111111111,0.520566483387487,0.279456378110006,0.106078799344814,2.88466147955094,0.721502933734498,1.69842912114428,0,TRUE,2.05889368905357,0.807354922057604,2,6,54.7619047619048,0.88453786239791,-0.643569880654081,0.175594853824012,3.58496250072116,-0.488060769017063
"Anthropology",1.41666666666667,0.222222222222222,1.19444444444444,36,17,1.66652661064426,0.582959850606909,1.08356676003735,0.494934640522876,0.873272642390289,2.05634920634921,2.22079831932773,1.29397759103641,18.8235294117647,3.41176470588235,0.840579710144927,8,"Social Sciences",0,1,9,"False",1,0,0.666666666666667,0.444444444444444,0.625,0.666666666666667,16,1,1,1,6.4246566543284,1.18468916270212,2.45479708086938,1.69219829135358,2.53469064272712,1.3008452219052,0,FALSE,0.289506617194985,1.13385574673479,3,9,84.0579710144928,-0.847304669906759,-0.334195175414449,1.30483094041175,5.16992500144231,1.15328494095242
"Mathematical Sciences",4.54545454545455,3.18181818181818,1.36363636363636,11,26,0.904777167277167,0.314163614163614,0.590613553113553,0.329410866910867,0.391849816849817,1.35836385836386,1.52458791208791,0.771367521367521,28.1923076923077,2.61538461538462,0.834170854271357,35,"Formal Sciences",3,3,9,"True",0.563492063492063,0.125,0.380952380952381,0.2,0.194444444444444,0.571428571428571,27,2,1.11111111111111,1.23611111111111,0.844011369120298,0.268291783437021,0.315305038325872,0.467639829835068,0.918700913856244,0.683841962616413,0,FALSE,2.06413033741972,1.24100809950379,3,9,83.4170854271357,0.889663394573123,-0.23266334134812,1.28012758514289,3.4594316186373,-0.6180572671571
"Geography",1.7027027027027,1.05405405405405,0.648648648648649,37,17,2.19325396825397,0.781886087768441,1.41136788048553,0.20093370681606,0.509990662931839,2.89017273576097,3.28342670401494,1.66914098972923,17.9411764705882,4.47058823529412,0.952380952380952,39,"Social Sciences",3,3,10,"True",0.5,0.5,0,0,0.4,1.16666666666667,19,4,2,2.33333333333333,8.27047390715546,0.862411835104412,4.54887630978317,2.50669799401242,2.87584316456156,1.5832555049683,0,FALSE,1.03847414781464,0.721283971933937,3,10,95.2380952380952,-0.114229445456391,-0.725126105973059,1.73577616073498,5.20945336562895,1.19421948101273
"Chemical Sciences",1.6078431372549,1.15686274509804,0.450980392156863,51,30,3.38427248677249,2.74160052910053,0.642671957671958,0.169166666666667,2.11544973544974,10.9778703703704,12.8055687830688,5.73525132275132,21.6,26.1,0.687203791469194,59,"Natural Sciences",1,2,7,"False",2.05,1.73333333333333,0.316666666666667,0,1.3375,5,14.5,14,9.67361111111111,11.1875,15.2997790145539,9.94700283971613,1.00543632042004,20.1607935539584,3.91149319500289,4.49007723251599,0,TRUE,1.10893437155316,0.537028023657454,3,8,68.7203791469194,-0.0452643138315119,-0.899717180109076,0.71363340321037,5.6724253419715,1.67366115036464
"Psychological Sciences",4.2,1.33333333333333,2.86666666666667,15,33,1.50667388167388,0.497438672438672,1.00923520923521,0.823821548821549,0.616378066378066,2.49562289562289,2.84561087061087,1.32876382876383,25.030303030303,2.96969696969697,0.710526315789474,20,"Social Sciences",2,2,8,"True",1.4,0.5,1,0.5,0.5,1.25,25,2,2.28571428571429,2.71428571428571,1.53668881541463,0.225568045821022,0.921082316396676,0.568595158584618,1.23963253241218,0.75405249060302,0,TRUE,1.22239242133645,1.95109039951905,3,8,71.0526315789474,0.0657862750261509,0.440172638408749,0.803531602735547,3.90689059560852,-0.154680454201032
"Anthropology",2.5,1.78571428571429,0.714285714285714,14,19,0.678111946532999,0.0413533834586466,0.636758563074353,0.381662489557226,0.367355889724311,0.76624895572264,0.846971595655806,0.45233918128655,22.8421052631579,1.21052631578947,0.768115942028985,25,"Social Sciences",3,3,8,"True",0.555555555555556,0,0.5,0.375,0.25,0.428571428571429,20,1,0.75,0.888888888888889,0.412783521303258,0.00793837271750806,0.3898215197385,0.127262095383963,0.642482312054782,0.35673813278645,0,FALSE,1.47804729680464,0.777607578663552,3,9,76.8115942028985,0.316016421933352,-0.671756871003328,1.02551459390595,3.8073549220576,-0.257756994306797
"Biological Sciences",1.47272727272727,0.981818181818182,0.490909090909091,55,62,1.96092549923195,1.10017804775869,0.860747451473258,0.254564655774333,0.941095866499092,6.29329004329004,7.45166527021366,2.96030582320905,22.6129032258065,12.758064516129,0.25,54,"Natural Sciences",1,3,3,"False",1.07142857142857,0.5,0.380952380952381,0,0.5,2,19,9,4.84523809523809,5.92424242424242,7.18834176815888,3.33192526334576,1.49131433160827,8.81591542628272,2.68110830966578,2.96916072759336,0,TRUE,0.986824611252267,0.576192291093424,1,3,25,-0.164783032975586,-0.862607216586292,-0.971597283610524,5.78135971352466,1.78647073629216
"Engineering",0.739130434782609,0.173913043478261,0.565217391304348,23,40,3.22829494478951,2.38102613871636,0.847268806073154,0.170152260179434,1.13687327467219,8.32749784334023,9.58156271566598,4.45500129399586,15.15,14.475,0.28125,4,"Engineering",0,0,3,"False",2.61111111111111,2,0.577380952380952,0.05,0.788888888888889,4.30952380952381,11.5,11.5,7.5625,8.875,5.30593831777194,3.54655926897154,1.05139471941061,7.21623978629486,2.30346224578827,2.68630597406454,0,TRUE,0.231325546106456,0.646363045385299,1,3,28.125,-0.904251199633755,-0.796117165766496,-0.851142109179897,4.52356195605701,0.483928277218573
"Political Science",15.8666666666667,15.3333333333333,0.533333333333333,15,32,0.85625,0.05703125,0.79921875,0.627777777777778,0.603794642857143,0.928125,1.01432291666667,0.591232638888889,15.46875,1.1875,0.969135802469136,230,"Social Sciences",3,3,10,"True",0.65,0,0.633333333333333,0.45,0.316666666666667,0.6,13.5,1,1,1,0.579372759856631,0.0237773717517921,0.533675445228495,0.182568752177917,0.761165395861261,0.427280648026467,1,FALSE,4.02974734339405,0.616671360448494,3,10,96.9135802469136,2.81357206741765,-0.82425141714082,1.80035882921278,3.90689059560852,-0.154680454201032
"Anthropology",3.59574468085106,3.12765957446809,0.468085106382979,47,16,0.698065476190476,0.028125,0.669940476190476,0.601488095238095,0.491517857142857,0.819940476190476,0.893080357142857,0.512276785714286,21.1875,1.1875,0.992753623188406,147,"Social Sciences",3,3,10,"True",0.69047619047619,0,0.69047619047619,0.583333333333333,0.5,0.535714285714286,14.5,1,0.828571428571429,0.928571428571429,0.112190074640968,0.00390625,0.125563586545729,0.0374655553193499,0.334947868542207,0.19356021109554,1,FALSE,2.04532399050949,0.553935605100532,3,10,99.2753623188406,0.871256098637479,-0.883696460925782,1.89139526807393,5.55458885167764,1.55163276311025
"Health",0.607142857142857,0.607142857142857,0,28,15,0.909206349206349,0.631428571428571,0.277777777777778,0.252777777777778,0.257380952380952,2.53285714285714,3.30095238095238,1.06968253968254,17.6,4.66666666666667,0.641304347826087,17,"Medicine and Health",2,2,7,"True",0.25,0.166666666666667,0,0,0.125,0.571428571428571,21,4,1.71428571428571,2,3.43692975920527,1.37362666018788,0.705026455026455,2.48891842133679,1.85389583288956,1.57763063526821,0,TRUE,0.684498174272071,0,3,7,64.1304347826087,-0.460694419765846,-1.40857619046139,0.536710987520796,4.8073549220576,0.777816850009819
"Biological Sciences",1.02040816326531,0.673469387755102,0.346938775510204,49,4,0.0416666666666667,0,0.0416666666666667,0,0,5.08333333333333,6.08333333333333,0.75,21.25,11,0.438356164383562,33,"Natural Sciences",1,2,5,"False",0,0,0,0,0,0,22.5,9.5,5,5.66666666666667,0.00694444444444444,0,0.00694444444444444,2.25,0.0833333333333333,1.5,0,TRUE,0.742842160502876,0.429684275243245,2,5,43.8356164383562,-0.403588431785178,-1.00143037044419,-0.245566095261544,5.61470984411521,1.61389249037295
"Physical Sciences",3.6,1.46666666666667,2.13333333333333,15,25,1.14736507936508,0.64452380952381,0.50284126984127,0.236761904761905,0.280587301587302,4.62111111111111,5.29831746031746,2.55193650793651,24.56,9.16,0.562189054726368,22,"Natural Sciences",1,1,6,"False",0.5,0.333333333333333,0.125,0,0,1.3,29,4,2,2.2,2.48747782134459,0.67426882558579,1.09190528260687,9.23574015442597,1.57717399843663,3.0390360567828,0,TRUE,1.30256277002043,1.64769825606912,2,6,56.2189054726368,0.144255492920219,0.152694482588942,0.23175590174618,3.90689059560852,-0.154680454201032
"Mathematical Sciences",8,1.36363636363636,6.63636363636364,11,38,1.52485380116959,0.394715956558062,1.13013784461153,0.519319131161236,0.544632414369256,2.21193609022556,2.45320593149541,1.38527568922306,22.3421052631579,4.28947368421053,0.4321608040201,15,"Formal Sciences",3,2,5,"True",1.35,0.166666666666667,0.894444444444444,0.316666666666667,0.25,1,21,2.5,1.5,1.775,1.25539768868403,0.345930080635594,0.882478966614305,2.20760205604817,1.12044530820742,1.48580014000813,0,FALSE,1.24100809950379,2.93288580414146,2,5,43.21608040201,0.0840069480098425,1.37046941242454,-0.269446518085265,3.4594316186373,-0.6180572671571
"Geography",4.71428571428571,1.14285714285714,3.57142857142857,7,6,2.01421957671958,1.31977513227513,0.694444444444444,0.416666666666667,0.366402116402116,7.2228835978836,8.04298941798942,4.30092592592593,19.8333333333333,14.8333333333333,0.345238095238095,8,"Social Sciences",3,1,4,"True",1.13888888888889,0.674603174603175,0,0.25,0.238095238095238,3.77777777777778,21,12,6.27777777777778,6.66666666666667,4.56598390127656,4.64246097358697,1.29351851851852,12.4964248971193,2.13681630031141,3.53502827387835,0,FALSE,1.09953567355091,2.1926450779424,1,4,34.5238095238095,-0.0544635813108911,0.669056922270398,-0.604495799631472,2.8073549220576,-1.29333083862341
"Political Science",0.605263157894737,0.105263157894737,0.5,38,15,0.68047619047619,0.0228571428571429,0.657619047619048,0.547142857142857,0.29,0.920952380952381,1.0652380952381,0.51031746031746,18.2666666666667,1.33333333333333,0.555555555555556,4,"Social Sciences",0,1,6,"False",0.571428571428571,0,0.5,0.5,0.285714285714286,0.5,18,1,1,1,0.309638969873664,0.00375510204081633,0.289347424684159,0.126961181297916,0.556452127207421,0.356316125509239,0,FALSE,0.144389909335175,0.584962500721156,2,6,55.5555555555556,-0.989342153291139,-0.854297035375718,0.2061866441556,5.24792751344359,1.23406230217193
"Psychological Sciences",1.58333333333333,0.958333333333333,0.625,24,31,1.9955069124424,1.29431643625192,0.701190476190476,0.417972350230415,0.468637992831541,5.91249359959037,6.78141321044547,3.13373015873016,19.2903225806452,10.5161290322581,0.526315789473684,23,"Social Sciences",1,2,6,"False",1.22222222222222,0.833333333333333,0.5,0.222222222222222,0.2,2.5,14,7,4.125,5,3.14582047731478,1.57784277512279,0.725575050390526,7.06239859956328,1.77364609697504,2.65751737521381,0,TRUE,0.969626350956481,0.700439718141092,2,6,52.6315789473684,-0.181616364209662,-0.744877005161375,0.0934800481971187,4.58496250072116,0.547513075299553
"Chemical Sciences",4.57142857142857,1.80952380952381,2.76190476190476,21,27,2.45127865961199,2.10364491475603,0.347633744855967,0.0381687242798354,1.32236919459142,9.60806878306878,11.3068489124045,4.65526161081717,23.5185185185185,17.2962962962963,0.611374407582938,38,"Natural Sciences",1,2,7,"False",2,1.33333333333333,0.25,0,0.777777777777778,5.11111111111111,23,13,8.75,9,5.2115100240001,4.20799335519794,0.155367226794696,11.026586921146,2.28287319490157,3.32063050054444,0,TRUE,1.49032562658308,1.91146332539834,2,7,61.1374407582938,0.328034218420146,0.402624144043612,0.421344069994822,4.39231742277876,0.348014871346073
"Geography",5.72727272727273,1.45454545454545,4.27272727272727,11,23,1.63040027605245,0.608781918564527,1.02161835748792,0.59120082815735,0.547394755003451,2.27563837129055,2.417977915804,1.3889751552795,17.0434782608696,2.52173913043478,0.892857142857143,16,"Social Sciences",3,3,9,"True",1.33333333333333,0.166666666666667,1,0.333333333333333,0.375,0.857142857142857,13,2,1.42857142857143,1.71428571428571,2.99081675226085,1.13575116677472,0.967286439645394,2.4997929544384,1.72939780046722,1.58107335517312,0,FALSE,1.29545588352617,2.39854937649027,3,10,89.2857142857143,0.137299407110181,0.864160814377884,1.50633773324807,3.4594316186373,-0.6180572671571
"Biological Sciences",7.3,3.7,3.6,10,103,1.99011228792782,1.31956247635859,0.670549811569229,0.128640776699029,1.08002441194189,6.39836523482781,7.49876112247706,3.16220982361759,22.9902912621359,12.7281553398058,0.527777777777778,37,"Natural Sciences",3,2,6,"True",1.75,1,0.333333333333333,0,0.888888888888889,2.55555555555556,21,10,5,6.44444444444444,2.80897447559543,1.91664309360093,0.791096966560687,7.06668912437378,1.67599954522531,2.6583244956878,0,TRUE,2.23266075679027,2.20163386116965,2,6,52.7777777777778,1.05461777504483,0.677574212124548,0.0991153779950429,3.32192809488736,-0.760452319853902
"Engineering",143,59.5,83.5,2,45,3.85906525573192,2.71143738977072,1.1476278659612,0.292275132275132,0.922178130511464,7.19885361552028,8.1026278659612,4.07832451499118,18.4888888888889,14.4666666666667,0.829411764705882,119,"Engineering",3,3,9,"True",2.25,1.2,0.666666666666667,0.1,0.333333333333333,3,16,10,5.33333333333333,5.66666666666667,31.8205067608881,16.7672773174552,5.41863029020999,16.0015677343796,5.64096682855768,4.00019596199731,0,TRUE,5.91886323727459,6.40087943628218,3,9,82.9411764705882,4.66260290160279,4.65655455103713,1.26178336230321,1,-3.16498032330316
"Geography",0.846153846153846,0.423076923076923,0.423076923076923,26,9,0.917460317460317,0.744312169312169,0.173148148148148,0.191798941798942,0.352116402116402,2.76375661375661,3.20145502645503,1.47962962962963,19,2.55555555555556,0.440476190476191,11,"Social Sciences",1,2,5,"False",0.571428571428571,0.571428571428571,0,0,0.142857142857143,1.66666666666667,17,0,2.66666666666667,2.66666666666667,1.12912450396825,0.778926366843034,0.0739891975308642,1.79438614103049,1.06260270278607,1.33954699097512,0,FALSE,0.509013647487858,0.509013647487858,2,5,44.0476190476191,-0.632455348778979,-0.926262103474921,-0.237394315652421,4.70043971814109,0.667098261274102
"Mathematical Sciences",1.26315789473684,0.447368421052632,0.815789473684211,38,17,3.59199346405229,1.22796451914099,2.3640289449113,0.70422502334267,0.964939309056956,3.77714752567694,4.21304855275444,2.34652194211018,19.5294117647059,8.70588235294118,0.60377358490566,17,"Formal Sciences",2,2,7,"True",2.25,1.11111111111111,1.33333333333333,0.4,0.666666666666667,2.5,15,8,3.71428571428571,4.125,17.0427332970225,1.2608642392142,9.60619053408401,1.67187038472797,4.12828454651839,1.29300826939659,0,FALSE,0.533432200081074,0.860596943334584,2,7,60.377358490566,-0.608554932284001,-0.593120591114879,0.392046200509773,5.24792751344359,1.23406230217193
"Health",0.481481481481482,0.148148148148148,0.333333333333333,27,21,0.9505291005291,0.409145880574452,0.541383219954648,0.40328798185941,0.229213907785336,2.78658352229781,3.53246409674981,1.26489040060469,14.4761904761905,6.04761904761905,0.804347826086957,4,"Medicine and Health",1,1,9,"False",0.333333333333333,0,0.285714285714286,0,0,1,14,3,2,3,1.22410451835055,0.374260746979568,0.628711154302991,2.27725005698929,1.10639256972855,1.50905601519271,0,TRUE,0.199308808223407,0.415037499278844,3,9,80.4347826086957,-0.935588575888726,-1.01530887136736,1.16517276715885,4.75488750216347,0.723482962288675
"Physical Sciences",7.9,4.6,3.3,10,27,1.1141240446796,0.523897707231041,0.59022633744856,0.265461493239271,0.464638447971781,2.26575543797766,2.6169165196943,1.21078777189888,23.2222222222222,4.81481481481481,0.587064676616915,46,"Natural Sciences",3,2,6,"True",0.888888888888889,0.3,0.142857142857143,0,0.2,1,23,4,1.5,1.71428571428571,1.49757627937743,0.449966777784238,0.929599312316464,1.22223552286273,1.22375499156384,1.10554761220977,0,TRUE,2.48542682717024,2.10433665981474,2,7,58.7064676616915,1.30202041428064,0.585380592033147,0.327640617710858,3.32192809488736,-0.760452319853902
"Chemical Sciences",0.697674418604651,0.279069767441861,0.418604651162791,43,14,1.11944444444444,0.56797052154195,0.551473922902494,0.0796485260770975,0.436394557823129,2.58236961451247,3.12086167800454,1.57120181405896,15.2142857142857,5.57142857142857,0.0245901639344262,12,"Natural Sciences",0,0,1,"False",0.585714285714286,0.339285714285714,0.366666666666667,0,0,0.9,12,3,2.02380952380952,2.23809523809524,2.11942329495901,0.459581332940176,0.763429158395145,2.23283169840993,1.45582392306179,1.49426627426638,1,TRUE,0.355094958822562,0.504472582860788,1,1,2.45901639344262,-0.7831080441596,-0.930564973251323,-1.84045427950357,5.4262647547021,1.41874368468683
"Biological Sciences",2.71428571428571,0.714285714285714,2,7,16,0.855877976190476,0.4515625,0.404315476190476,0.0792410714285714,0.448735119047619,3.16026785714286,3.85691964285714,1.43578869047619,18.0625,5.3125,0.340425531914894,5,"Natural Sciences",1,0,4,"False",0.6125,0.414285714285714,0.242857142857143,0,0.267857142857143,1.225,14,3.5,2.92857142857143,3.74107142857143,1.12317866000567,0.327314572704082,0.347774730725623,1.92238444231859,1.05980123608423,1.38650079059429,1,TRUE,0.777607578663552,1.58496250072116,1,4,34.0425531914894,-0.369560699367774,0.0932494388039798,-0.623046140577222,2.8073549220576,-1.29333083862341
"Biological Sciences",7.54545454545455,3.27272727272727,4.27272727272727,11,18,0.790740740740741,0.647222222222222,0.143518518518518,0.0111111111111111,0.474074074074074,4.93148148148148,6.13055555555556,2.26018518518519,23.0555555555556,11.1666666666667,0.675531914893617,36,"Natural Sciences",3,2,7,"True",0.5,0.25,0,0,0.25,1.125,21.5,7,3.75,4.5,0.561837327523602,0.578962418300654,0.0398738198983297,5.3662790486565,0.749558088158351,2.31652305161345,0,TRUE,2.09515723304034,2.39854937649027,3,8,67.5531914893617,0.92003193198124,0.864160814377884,0.668643389487366,3.4594316186373,-0.6180572671571
"Computational Sciences",11.2,5.4,5.8,10,26,2.30181552986983,1.41972881316773,0.882086716702101,0.390496632578081,0.296136449021064,6.73251721255115,7.61267461171307,3.19541916730831,18.5384615384615,13.7692307692308,0.525510204081633,54,"Formal Sciences",3,2,6,"True",1.57142857142857,1.0625,0.375,0,0.0954545454545455,3,13.5,9,5.25,5.4375,3.76416617479661,1.40747759376324,1.04380263080755,4.74009023326729,1.94014591585185,2.17717482836526,0,TRUE,2.67807190511264,2.76553474636298,2,6,52.5510204081633,1.49057776553863,1.2118965076763,0.0903748664717319,3.32192809488736,-0.760452319853902
