"Area","gradstudents_per_faculty","funded_per_faculty","unfunded_per_faculty","tt_headcount","UniquePeople","Productivity","ProductivityWithDeptCollabs","ProductivityWithoutDeptCollabs","ProductivityFirstAuthor","ProductivityLastAuthor","WindowedGroupSize","WindowedGroupSize4","YearGroupSize","YearsSinceDegree","CumulativeGroupSize","uniform_percentile","ft_funded","Umbrella","FundedRatioQuartile","NumFundedQuartile","PrestigeSegment","FundedRatioTopHalf","ProductivityMedian","ProductivityWithDeptCollabsMedian","ProductivityWithoutDeptCollabsMedian","ProductivityFirstAuthorMedian","ProductivityLastAuthorMedian","YearGroupSizeMedian","YearsSinceDegreeMedian","CumulativeGroupSizeMedian","WindowedGroupSizeMedian","WindowedGroupSize4Median","ProductivityVariance","ProductivityWithDeptCollabsVariance","ProductivityWithoutDeptCollabsVariance","YearGroupSizeVariance","ProductivitySD","YearGroupSizeSD","CONTROL","AreaHasCollabNorm","log_funded_per_faculty_p1","log_unfunded_per_faculty_p1","pi_tritile","pi_decile","uniform_percentile100","scale_log_funded_per_faculty_p1","scale_log_unfunded_per_faculty_p1","scale_uniform_percentile100","log_tt_headcount","scale_tt_headcount"
"Mathematical Sciences",0.634615384615385,0,0.634615384615385,52,15,0.74015873015873,0.223095238095238,0.517063492063492,0.355396825396825,0.263571428571429,1.29460317460317,1.41111111111111,0.739761904761905,13.3333333333333,2.93333333333333,0.417085427135678,0,"Formal Sciences",0,0,5,"False",0.428571428571429,0,0.285714285714286,0.142857142857143,0.142857142857143,0.6,10,2,1,1,1.09879382626066,0.10871594590217,0.949550062088327,0.402781381600259,1.0482336696847,0.63465059804609,1,FALSE,0,0.70895121799661,2,4,41.7085427135678,-1.13066826005398,-0.736811963483299,-0.327555546956321,5.70043971814109,1.70267210559072
"Physical Sciences",2.2,1.13333333333333,1.06666666666667,15,15,0.998400673400673,0.68510101010101,0.313299663299663,0.296296296296296,0.252693602693603,4.37979797979798,5.00757575757576,2.5976430976431,16.0666666666667,8.86666666666667,0.0796019900497512,17,"Natural Sciences",1,1,1,"False",0.666666666666667,0.333333333333333,0.166666666666667,0,0,1.5,9,2,1.75,2,1.16669000308521,0.673657981328436,0.123805211810262,13.5477444599919,1.08013425234329,3.68072607782648,1,TRUE,1.09310940439148,1.04730571477836,1,1,7.96019900497512,-0.06075349177274,-0.416205353034908,-1.62840758796857,3.90689059560852,-0.154680454201032
"Engineering",3.25,0.0909090909090909,3.15909090909091,44,13,2.47905982905983,2.02692307692308,0.452136752136752,0.470299145299145,0.195726495726496,5.21047008547009,5.88632478632479,3.09786324786325,16.6923076923077,9,0.0764705882352941,4,"Engineering",0,0,1,"False",2,2,0,0.125,0,3.5,15,9,5,5.33333333333333,5.43219214941437,4.84712883823995,0.485954415954416,7.6182383665717,2.33070636276095,2.76011564369533,1,TRUE,0.125530882083859,2.05626821964674,1,1,7.64705882352941,-1.00780101174624,0.539833511032649,-1.6404777816253,5.4594316186373,1.45309042147613
"Biological Sciences",0.148148148148148,0,0.148148148148148,27,29,2.01743057234076,1.25426833134772,0.76316224099304,0.10631452855988,0.98760485313287,6.4583669643843,7.47784757727909,3.04588452910865,20.0344827586207,15.1034482758621,0.0797546012269939,0,"Natural Sciences",0,0,1,"False",1.11764705882353,0.823529411764706,0.407407407407407,0.0294117647058824,0.392857142857143,2.32352941176471,17,12,5.76470588235294,7.23529411764706,4.85400800635009,2.341471007411,1.11499976485391,7.30915534767605,2.20318133760026,2.70354495943309,0,TRUE,0,0.199308808223407,1,1,7.97546012269939,-1.13066826005398,-1.21972183195634,-1.62781933817737,4.75488750216347,0.723482962288675
"Political Science",5.3,0.233333333333333,5.06666666666667,30,23,0.683899554551728,0.037008281573499,0.646891272978229,0.58637932116193,0.470473367212498,0.758247066942719,0.822239475500345,0.487690570299266,15.5217391304348,1.04347826086957,0.197530864197531,7,"Social Sciences",1,1,2,"False",0.6,0,0.555555555555556,0.375,0.25,0.545454545454545,13,1,1,1,0.46992945733676,0.00809741716185815,0.485844215312854,0.13490857748657,0.685514009584604,0.367299030064837,0,FALSE,0.302562770020431,2.60090404459018,1,2,19.7530864197531,-0.834525554962946,1.05590126666975,-1.17384300858046,4.90689059560852,0.880893390115584
"Sociology",0.975609756097561,0.0975609756097561,0.878048780487805,41,23,0.713819875776398,0.0617494824016563,0.652070393374741,0.368840579710145,0.325828157349897,1.04953416149068,1.13711180124224,0.529710144927536,17.4782608695652,1.56521739130435,0.364238410596027,4,"Social Sciences",0,0,4,"False",0.5,0,0.428571428571429,0.333333333333333,0.25,0.5,12,1,1,1,0.497227857546181,0.0233823315228595,0.476132912980739,0.137138667061027,0.705143855923159,0.370322382608758,0,FALSE,0.134301091711591,0.909234536076818,1,4,36.4238410596027,-0.999216896776652,-0.547034211599387,-0.531257838009824,5.35755200461808,1.34758655792876
"Chemical Sciences",4.20689655172414,1.75862068965517,2.44827586206897,29,1,2.63636363636364,2.36363636363636,0.272727272727273,0,2.40909090909091,8.54545454545454,9.45454545454546,5.36363636363636,8,13,0.199052132701422,51,"Natural Sciences",1,2,2,"False",2.63636363636364,2.36363636363636,0.272727272727273,0,2.40909090909091,5.36363636363636,8,13,8.54545454545454,9.45454545454546,NA,NA,NA,NA,NA,NA,0,TRUE,1.46394709975979,1.78587519464715,1,2,19.9052132701422,0.302215416294431,0.283623553551502,-1.16797917936472,4.85798099512757,0.83024388712154
"Economics",1.57142857142857,0.357142857142857,1.21428571428571,14,17,0.716736694677871,0.144957983193277,0.571778711484594,0.387605042016807,0.331232492997199,1.18032212885154,1.29551820728291,0.62359943977591,16.8823529411765,1.82352941176471,0.25748502994012,5,"Social Sciences",1,1,3,"False",0.5,0,0.5,0.25,0.25,0.5,10,1,1,1,0.291007027811124,0.0403731805222089,0.242411026910764,0.149950084200347,0.539450672268674,0.387233888238551,1,FALSE,0.440572591385981,1.14684138832927,1,3,25.748502994012,-0.699444157388604,-0.321890676506638,-0.942745744824745,3.8073549220576,-0.257756994306797
"Psychological Sciences",4.41666666666667,1.41666666666667,3,12,29,1.42595785440613,0.70095785440613,0.725,0.427011494252874,0.505938697318008,3.33563218390805,3.73936781609195,1.81848659003831,20.9655172413793,6.68965517241379,0.517543859649123,17,"Social Sciences",2,1,6,"True",0.9,0.555555555555556,0.5,0.25,0.4,1.6,17,5,3,3.11111111111111,2.5447223742626,0.572793361916925,0.894921737213404,2.29960001976525,1.5952185976419,1.51644321349837,1,TRUE,1.27301849440642,2,2,6,51.7543859649123,0.115338115875784,0.486516757898007,0.0596680694095749,3.58496250072116,-0.488060769017063
"Sociology",2.16666666666667,0.666666666666667,1.5,12,21,0.744066515495087,0.0466742252456538,0.697392290249433,0.580820105820106,0.446315192743764,1.08688586545729,1.1588246409675,0.600831443688587,20.5238095238095,1.57142857142857,0.324503311258278,8,"Social Sciences",2,1,4,"True",0.666666666666667,0,0.5,0.5,0.285714285714286,0.6,16,1,1,1,0.400155619743488,0.00952956469183793,0.357114757675557,0.184061931606858,0.63257854827957,0.429024395118573,0,FALSE,0.736965594166206,1.32192809488736,1,3,32.4503311258278,-0.409340303542138,-0.155987885031783,-0.68441938430572,3.58496250072116,-0.488060769017063
"Biological Sciences",0.40625,0.0625,0.34375,32,12,0.394330798146691,0.211065215490865,0.183265582655827,0.0351775359151441,0.200447300171926,2.00807362240289,2.43223657370982,0.758636390127342,23.0833333333333,4.16666666666667,0.110429447852761,2,"Natural Sciences",0,0,2,"False",0.277777777777778,0,0,0,0,0.486111111111111,26.5,3.5,1.81944444444444,2.08333333333333,0.200102648581578,0.109763588878644,0.0909886674932283,0.747157280126292,0.447328345381307,0.864382600545784,0,TRUE,0.0874628412503394,0.426264754702098,1,1,11.0429447852761,-1.04506128864413,-1.00467052507634,-1.50958113014731,5,0.9773150539633
"Economics",6.41176470588235,2.82352941176471,3.58823529411765,17,29,1.68715106732348,0.500437876299945,1.18671319102354,0.913081554460865,0.878188286808977,2.1820197044335,2.50682813355227,1.15203886152162,21.9310344827586,4.58620689655172,0.652694610778443,48,"Social Sciences",3,3,7,"True",1.42857142857143,0.333333333333333,0.857142857142857,0.6,0.571428571428571,1.14285714285714,20,2,2,2,2.42498706958609,0.336730468551223,1.18152698615936,0.774856350152723,1.55723699852851,0.88025925167119,0,FALSE,1.93490497177812,2.19793937761191,3,7,65.2694610778443,0.763180055777352,0.674073517255495,0.580615503064372,4.08746284125034,0.0323154403951519
"Mathematical Sciences",14.2105263157895,0,14.2105263157895,19,17,1.15504201680672,0.406442577030812,0.74859943977591,0.227941176470588,0.562861811391223,2.08851540616247,2.40270774976657,1.11225490196078,23.0588235294118,4.64705882352941,0.415094339622641,0,"Formal Sciences",0,0,5,"False",1,0.2,0.5,0.125,0.4,1,21,3,1.57142857142857,2,0.991599087551687,0.245053058260341,0.438685931548545,0.643767634368562,0.995790684607808,0.802351316050869,1,FALSE,0,3.92699816905709,2,4,41.5094339622641,-1.13066826005398,2.31243707873879,-0.335230324354385,4.24792751344359,0.198488457855317
"Economics",6.25,0.142857142857143,6.10714285714286,28,23,0.71923740510697,0.213768115942029,0.505469289164941,0.348412698412698,0.36031746031746,1.68288474810214,2.00163906142167,0.753485162180814,27.4782608695652,2.82608695652174,0.520958083832335,4,"Social Sciences",1,1,6,"False",0.5,0,0.428571428571429,0.333333333333333,0.2,0.444444444444444,27,1,1,1,0.496708466031706,0.202440711462451,0.193959835837424,0.777603242695116,0.704775472070152,0.881818146045496,1,FALSE,0.192645077942396,2.82926969848605,2,6,52.0958083832335,-0.942110908795984,1.27228833684252,0.0728284204346666,4.8073549220576,0.777816850009819
"Psychological Sciences",0.142857142857143,0,0.142857142857143,21,26,1.44372026917276,0.696649089974882,0.747071179197876,0.406022521972748,0.371890804017501,3.29136751885621,3.63325815712694,1.93936819841797,24.9230769230769,6.69230769230769,0.5,0,"Social Sciences",0,0,6,"False",1.24285714285714,0.564102564102564,0.458041958041958,0.240384615384615,0.30952380952381,1.67532467532468,22.5,4.5,2.93434343434343,3.23611111111111,1.20536415207361,0.372300025065969,0.632959593100971,2.22191809031797,1.09789077420006,1.4906099725676,1,TRUE,0,0.192645077942396,2,5,50,-1.13066826005398,-1.226036026089,-0.00795588816551379,4.39231742277876,0.348014871346073
"Mathematical Sciences",13.1428571428571,0.285714285714286,12.8571428571429,14,4,0,0,0,0,0,0.0714285714285714,0.107142857142857,0,13.75,0.25,0.738693467336683,4,"Formal Sciences",1,1,8,"False",0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,FALSE,0.362570079384708,3.79255792012952,3,8,73.8693467336683,-0.77579153782273,2.18504869487963,0.912103735626204,3.8073549220576,-0.257756994306797
"Engineering",12.3846153846154,11.5384615384615,0.846153846153846,13,4,0.166666666666667,0.166666666666667,0,0.0833333333333333,0,3.375,5.54166666666667,0.666666666666667,13.5,13,0.625,150,"Engineering",3,3,7,"True",0,0,0,0,0,0,15,12,3.66666666666667,5.25,0.111111111111111,0.111111111111111,0,1.77777777777778,0.333333333333333,1.33333333333333,0,TRUE,3.64828843608998,0.884522782580064,2,7,62.5,2.44020731840221,-0.570449746496033,0.473864809556991,3.70043971814109,-0.368475583042514
"Physical Sciences",10.5,6.5,4,10,1,0,0,0,0,0,0,0,0,13,0,0.721393034825871,65,"Natural Sciences",3,3,8,"True",0,0,0,0,0,0,13,0,0,0,NA,NA,NA,NA,NA,NA,0,TRUE,2.90689059560852,2.32192809488736,3,8,72.1393034825871,1.71454116319745,0.791558589147915,0.845418083920117,3.32192809488736,-0.760452319853902
"Computational Sciences",16.1666666666667,9.58333333333333,6.58333333333333,12,15,5.3236075036075,3.08316017316017,2.24044733044733,0.403116883116883,1.34352092352092,9.85761904761905,11.6678932178932,5.16406926406926,17.2,24.9333333333333,0.224489795918367,115,"Formal Sciences",3,3,3,"True",2.78571428571429,2.07142857142857,0.5,0.181818181818182,0.428571428571429,3.78571428571429,17,27,10.8571428571429,11.6428571428571,39.0879264113884,11.2190421455477,11.4704221439593,8.88543277995968,6.25203378200953,2.98084430656143,0,TRUE,3.40372218605101,2.92283213947754,1,2,22.4489795918367,2.20083050791221,1.36094309791966,-1.06992803824777,3.58496250072116,-0.488060769017063
"Sociology",4.61538461538461,2.23076923076923,2.38461538461538,13,25,1.04522222222222,0.293190476190476,0.752031746031746,0.595634920634921,0.420333333333333,2.20477777777778,2.49747619047619,1.09209523809524,14.44,3.16,0.119205298013245,29,"Social Sciences",3,3,2,"True",0.75,0.222222222222222,0.5,0.444444444444444,0.4,0.875,10,2,1.75,2,0.688287751952633,0.0955616139665743,0.478095819685899,0.686558759028303,0.829631093892118,0.828588413525257,0,FALSE,1.69187770463767,1.75899190049621,1,1,11.9205298013245,0.525309572581444,0.258150382964437,-1.47575404016785,3.70043971814109,-0.368475583042514
"Health",0,0,0,5,6,0.112698412698413,0.112698412698413,0,0,0.0333333333333333,0.926190476190476,1.00952380952381,0.338095238095238,13.6666666666667,3.66666666666667,0.0217391304347826,0,"Medicine and Health",0,0,1,"False",0.0714285714285714,0.0714285714285714,0,0,0,0.214285714285714,8,3,0.928571428571429,1,0.0190627362055933,0.0190627362055933,0,0.17156462585034,0.138067868114175,0.414203604342526,1,TRUE,0,0,1,1,2.17391304347826,-1.13066826005398,-1.40857619046139,-1.85144377510379,2.32192809488736,-1.79602616417052
"Economics",33.5,25.1666666666667,8.33333333333333,6,44,1.0516323953824,0.143217893217893,0.908414502164502,0.560741341991342,0.346951659451659,1.35944264069264,1.53368506493507,0.711760461760462,23.3181818181818,2.27272727272727,0.988023952095808,151,"Social Sciences",3,3,10,"True",0.866071428571429,0,0.785714285714286,0.5,0.196428571428571,0.666666666666667,18.5,1.5,1,1.1547619047619,0.824677128676817,0.045033836492862,0.65438433161907,0.294983682338334,0.908117354022495,0.543124002727124,1,FALSE,4.70965824817047,3.22239242133645,3,10,98.8023952095808,3.47905597526191,1.64479038679934,1.87316444066726,2.58496250072116,-1.52363461333368
"Biological Sciences",1.09090909090909,0.136363636363636,0.954545454545455,22,40,0.628099747474748,0.348013167388167,0.28008658008658,0.0779166666666667,0.222186147186147,3.0836562049062,3.54704545454545,1.50534000721501,26.675,6.85,0.441489361702128,3,"Natural Sciences",0,0,5,"False",0.5,0.225,0.0625,0,0.125,1.18333333333333,29.5,4.5,2.16666666666667,2.75,0.399017434878433,0.139793150998666,0.169747193309603,1.69016665690193,0.631678268486762,1.30006409722826,1,TRUE,0.184424571137427,0.966833136064801,2,5,44.1489361702128,-0.950156985060682,-0.492456861263087,-0.233488980716473,4.4594316186373,0.417516577159516
"Health",0.32258064516129,0.0967741935483871,0.225806451612903,31,2,0,0,0,0,0,0.142857142857143,0.214285714285714,0,26.5,0.5,0.35,3,"Medicine and Health",1,1,4,"False",0,0,0,0,0,0,26.5,0.5,0.142857142857143,0.214285714285714,0,0,0,0,0,0,1,TRUE,0.133266530863464,0.29373120305671,1,4,35,-1.00022950532768,-1.13025222464844,-0.58614072543252,4.95419631038687,0.929881951026751
"Engineering",0.333333333333333,0.142857142857143,0.19047619047619,21,15,1.26756613756614,0.787883597883598,0.47968253968254,0.45521164021164,0.137936507936508,2.67216931216931,3.10185185185185,1.55888888888889,22,6.53333333333333,0.343558282208589,3,"Engineering",0,0,4,"False",1,0.555555555555556,0.285714285714286,0.222222222222222,0.111111111111111,1.44444444444444,23,7,2,2.77777777777778,0.64023439393394,0.482560330657836,0.191538692725768,1.22013571248605,0.800146482797956,1.1045975341662,1,TRUE,0.192645077942396,0.251538766995964,1,4,34.3558282208589,-0.942110908795984,-1.17023151867485,-0.610970749118833,4.39231742277876,0.348014871346073
"Medical Sciences",0.363636363636364,0.227272727272727,0.136363636363636,22,24,0.867836718020542,0.469756652661064,0.398080065359477,0.179519724556489,0.275545634920635,4.1781337535014,5.00646300186741,2.04557656395892,18.125,7.75,0.0645161290322581,5,"Medicine and Health",0,0,1,"False",0.642857142857143,0.30952380952381,0.333333333333333,0.154761904761905,0.142857142857143,1.78571428571429,14.5,5.5,3.02380952380952,3.54761904761905,0.522248061406646,0.315799090442869,0.121755851921616,3.30798849448845,0.722667324158665,1.81878764414333,1,TRUE,0.295455883526171,0.184424571137427,1,1,6.45161290322581,-0.841481640772984,-1.23382533832802,-1.68655702861811,4.4594316186373,0.417516577159516
"Computational Sciences",0.128205128205128,0,0.128205128205128,39,1,16,9,7,3,0,12,12,9,3,12,0.0663265306122449,0,"Formal Sciences",0,0,1,"False",16,9,7,3,0,9,3,12,12,12,NA,NA,NA,NA,NA,NA,1,TRUE,0,0.174029399775049,1,1,6.63265306122449,-1.13066826005398,-1.24367524630093,-1.67957871699869,5.28540221886225,1.27287012692697
"Economics",1.85,1.05,0.8,20,8,0.775297619047619,0.015625,0.759672619047619,0.648065476190476,0.0334821428571429,0.695684523809524,0.8125,0.353422619047619,21.875,1.125,0.137724550898204,21,"Social Sciences",3,2,2,"True",0.455357142857143,0,0.392857142857143,0.196428571428571,0,0.267857142857143,16,1,0.708333333333333,0.854166666666667,0.999805130385488,0.001953125,1.00712602749433,0.0507059594671202,0.99990256044551,0.22517983805643,1,FALSE,1.03562390973072,0.84799690655495,1,1,13.7724550898204,-0.117019204474881,-0.605059711539955,-1.4043703653972,4.32192809488736,0.275121524462715
"Sociology",2.6,1.3,1.3,10,8,0.279464285714286,0,0.279464285714286,0.183035714285714,0.165178571428571,0.630357142857143,0.817857142857143,0.24375,22.625,1.5,0.145695364238411,13,"Social Sciences",2,2,2,"True",0.267857142857143,0,0.267857142857143,0.125,0.142857142857143,0.225,21,1,0.535714285714286,0.785714285714286,0.0339859693877551,0,0.0339859693877551,0.0261871355685131,0.184352839380778,0.161824397321643,1,FALSE,1.20163386116965,1.20163386116965,1,2,14.5695364238411,0.0454681897535474,-0.26997226205515,-1.37364634263725,3.32192809488736,-0.760452319853902
"Psychological Sciences",0.8,0.225,0.575,40,11,0.577380952380952,0.437373737373737,0.140007215007215,0.104761904761905,0.112373737373737,3.26471861471861,3.74163059163059,1.54202741702742,20.7272727272727,5.18181818181818,0.535087719298246,9,"Social Sciences",0,1,6,"False",0.5,0.25,0,0,0,1,16,4,2,2.28571428571429,0.211529195011338,0.196084713346618,0.0572293656519847,2.63833523729357,0.459923031616528,1.62429530483024,1,TRUE,0.292781749227846,0.655351828612554,2,6,53.5087719298246,-0.844099032743679,-0.787599875912345,0.127292026984663,5.32192809488736,1.31069536877933
"Physical Sciences",0.390243902439024,0.329268292682927,0.0609756097560976,82,13,0.789010989010989,0.534432234432234,0.254578754578755,0.12026862026862,0.161172161172161,2.19099511599512,2.55604395604396,1.1485347985348,20.4615384615385,3.84615384615385,0.129353233830846,27,"Natural Sciences",0,1,2,"False",0.375,0.2,0.142857142857143,0,0,0.5,13,2,1.2,1.6,1.19816212061748,1.14746113509506,0.121593642799,1.41976170489563,1.09460592023681,1.1915375381815,1,TRUE,0.410632320158843,0.0853914912306447,1,1,12.9353233830846,-0.728749127434209,-1.32766378402084,-1.43663815603921,6.35755200461808,2.38316040224538
"Political Science",1.47222222222222,0,1.47222222222222,36,4,0.148809523809524,0.0357142857142857,0.113095238095238,0.0357142857142857,0.0773809523809524,0.625,0.73015873015873,0.18452380952381,29.75,1,0.54320987654321,0,"Social Sciences",0,0,6,"False",0.0833333333333333,0,0.0833333333333333,0,0.0714285714285714,0.0833333333333333,33,1,0.75,0.833333333333333,0.0409580498866213,0.00510204081632653,0.0194160997732426,0.0727040816326531,0.202380952380952,0.269636944116812,1,FALSE,0,1.30580842952409,2,6,54.320987654321,-1.13066826005398,-0.171262017111713,0.158599414750908,5.16992500144231,1.15328494095242
"Chemical Sciences",1.12121212121212,0.454545454545454,0.666666666666667,33,14,0.970890022675737,0.679818594104308,0.291071428571429,0.0943877551020408,0.488633786848073,3.9437358276644,4.94546485260771,1.60804988662132,29.5,9.28571428571429,0.194312796208531,15,"Natural Sciences",0,1,2,"False",0.888888888888889,0.401785714285714,0.1,0,0.357142857142857,1.35416666666667,31.5,9,3.64285714285714,4.54464285714286,0.692210559895509,0.588823571553163,0.123356608669109,1.55452740538625,0.831991922974922,1.24680688375797,1,TRUE,0.540568381362703,0.736965594166206,1,2,19.4312796208531,-0.601570173291284,-0.710267040117454,-1.18624726269069,5.04439411935845,1.02328844281238
"Physical Sciences",1.20833333333333,0.833333333333333,0.375,24,9,0.62962962962963,0.425925925925926,0.203703703703704,0.104938271604938,0.166666666666667,4.06172839506173,5.05555555555555,1.42592592592593,19.7777777777778,6.55555555555556,0.174129353233831,20,"Natural Sciences",0,1,2,"False",0.333333333333333,0.333333333333333,0,0,0,1,19,6,2.22222222222222,2.66666666666667,0.567901234567901,0.327160493827161,0.248456790123457,2.57716049382716,0.753592220347252,1.60535369742221,0,TRUE,0.874469117916141,0.459431618637297,1,2,17.4129353233831,-0.274754460478549,-0.973243380094946,-1.26404566730279,4.58496250072116,0.547513075299553
"Biological Sciences",2.86666666666667,1.86666666666667,1,15,39,1.20271672771673,0.64463776963777,0.558078958078958,0.237708587708588,0.515018315018315,3.48270248270248,4.08074888074888,1.62549857549858,22.974358974359,7.25641025641026,0.287234042553192,28,"Natural Sciences",2,2,3,"True",0.875,0.444444444444444,0.375,0.1,0.428571428571429,1.55555555555556,22,6,3.25,3.75,1.0393146269979,0.409090118416037,0.404118509627073,1.29642639765708,1.01946781557727,1.13860721834049,0,TRUE,1.51937415909358,1,1,3,28.7234042553192,0.35646637151024,-0.461029716281691,-0.828076224714458,3.90689059560852,-0.154680454201032
"Biological Sciences",3.18181818181818,0.818181818181818,2.36363636363636,11,16,1.10111607142857,0.515699404761905,0.585416666666667,0.163616071428571,0.490401785714286,2.76458333333333,3.22797619047619,1.28958333333333,16.4375,5.0625,0.265957446808511,9,"Natural Sciences",1,0,3,"False",1.27083333333333,0.5,0.520833333333333,0.125,0.5,1.125,9,4,2.35416666666667,2.875,0.691653527730537,0.242514969529478,0.379467592592593,1.07777314814815,0.831657097444936,1.03815853709737,0,TRUE,0.862496476250065,1.75002174699165,1,3,26.5957446808511,-0.2864730552344,0.249650745638347,-0.910088258369353,3.4594316186373,-0.6180572671571
"Political Science",31.4444444444444,2.88888888888889,28.5555555555556,18,26,1.30498945498945,0.246658896658897,1.05833055833056,0.967246642246642,0.706417193917194,1.19960178710179,1.3745337995338,0.684297646797647,25.0384615384615,1.92307692307692,0.851851851851852,52,"Social Sciences",3,3,9,"True",0.944444444444444,0,0.75,0.75,0.5,0.738636363636364,29,2,1,1.1,1.5187996720211,0.308519025138722,1.25604745599919,0.159769602805804,1.23239590717476,0.399711899755066,0,FALSE,1.95935801550265,4.88535743405888,3,9,85.1851851851852,0.787114231537989,3.22052702128868,1.3482801498682,4.16992500144231,0.117711096635806
"Sociology",3.69230769230769,1.15384615384615,2.53846153846154,26,31,0.880145929339478,0.152956989247312,0.727188940092166,0.444098822324629,0.363658474142345,1.45634920634921,1.65555555555556,0.798118279569892,22.4516129032258,2.58064516129032,0.847682119205298,30,"Social Sciences",2,3,9,"True",0.8,0,0.625,0.333333333333333,0.333333333333333,0.571428571428571,21,2,1,1.28571428571429,0.507099736330215,0.0568533618744192,0.38939922809028,0.604716846894074,0.71210935700229,0.777635420292874,0,FALSE,1.10691520391651,1.82312223791592,3,9,84.7682119205298,-0.0472406368467662,0.318916858074442,1.33220764192357,4.70043971814109,0.667098261274102
"Engineering",0.739130434782609,0.369565217391304,0.369565217391304,46,25,3.25708902208902,2.14881640581641,1.10827261627262,0.27787345987346,1.02902208902209,5.86712321012321,6.49904362304362,3.30795737595738,17.12,9.68,0.5625,17,"Engineering",0,1,6,"False",2.77777777777778,1.6,0.666666666666667,0.166666666666667,0.545454545454545,3,12,6,4,4.2,8.99184992973864,6.55408275383365,1.18521736317057,8.72385919338939,2.99864134730025,2.95361798365824,0,TRUE,0.453717967442903,0.453717967442903,2,6,56.25,-0.686577712436792,-0.978657330138887,0.232954460695739,5.52356195605701,1.51950212153519
"Economics",3.15384615384615,0.961538461538462,2.19230769230769,26,41,1.0233669627075,0.380152357603982,0.643214605103523,0.261861885432624,0.383581355168095,1.99181028361043,2.35570243372435,1.05674192485493,24.0243902439024,4.1219512195122,0.592814371257485,25,"Social Sciences",2,3,6,"True",1,0.277777777777778,0.571428571428571,0.142857142857143,0.305555555555556,0.888888888888889,24,3,1.57142857142857,2,0.708225111624427,0.297491052426978,0.407356409136939,1.03762413482985,0.841561115798744,1.01863837294196,0,FALSE,0.971985623830404,1.67459971320583,2,7,59.2814371257485,-0.179307152633882,0.178184863449132,0.349803192778143,4.70043971814109,0.667098261274102
"Biological Sciences",1.63157894736842,1.36842105263158,0.263157894736842,19,34,1.07498024850966,0.673620089061266,0.401360159448395,0.0318492781728076,0.442842778136896,5.45989639445522,6.50427619765855,2.51607950872657,22.3529411764706,9.91176470588235,0.464285714285714,26,"Natural Sciences",1,2,5,"False",0.798076923076923,0.585714285714286,0.291666666666667,0,0.225,2.14835164835165,21,7,4.56410256410256,5.57692307692308,0.963555180172468,0.58538703432299,0.164236970023102,4.94417351003916,0.981608465821515,2.22354975434308,0,TRUE,1.24392558288609,0.337034987277571,2,5,46.4285714285714,0.0868625254519464,-1.08921987659133,-0.145618944657658,4.24792751344359,0.198488457855317
"Psychological Sciences",2.6875,0,2.6875,16,5,0.627380952380952,0.225,0.402380952380952,0.0952380952380952,0.348809523809524,1.125,1.33214285714286,0.677380952380952,15.4,2.2,0.043859649122807,0,"Social Sciences",0,0,1,"False",0.333333333333333,0,0.285714285714286,0,0.142857142857143,0.333333333333333,14,1,1,1,0.596435657596372,0.190625,0.116524943310658,0.577388038548753,0.772292468949667,0.759860538881151,0,TRUE,0,1.88264304936184,1,1,4.3859649122807,-1.13066826005398,0.375315593100339,-1.76617878511781,4,-0.0582587903533156
"Physical Sciences",3.14285714285714,2.48571428571429,0.657142857142857,35,1,1,0.444444444444444,0.555555555555556,0.111111111111111,0.555555555555556,3.22222222222222,4.55555555555556,0.666666666666667,26,12,0.659340659340659,87,"Natural Sciences",2,3,7,"True",1,0.444444444444444,0.555555555555556,0.111111111111111,0.555555555555556,0.666666666666667,26,12,3.22222222222222,4.55555555555556,NA,NA,NA,NA,NA,NA,1,TRUE,1.80145432061792,0.728697978182606,3,7,65.9340659340659,0.632561087594086,-0.718100990492586,0.60623313310713,5.12928301694497,1.11119716482585
"Engineering",3.22222222222222,3.22222222222222,0,18,1,0,0,0,0,0,0,0,0,13,0,0.8375,58,"Engineering",2,3,9,"True",0,0,0,0,0,0,13,0,0,0,NA,NA,NA,NA,NA,NA,1,TRUE,2.07800251200127,0,3,9,83.75,0.903241216146478,-1.40857619046139,1.29295999568525,4.16992500144231,0.117711096635806
"Medical Sciences",7.36,5.6,1.76,25,1,0,0,0,0,0,0,0,0,9,0,0.9375,140,"Medicine and Health",3,3,10,"True",0,0,0,0,0,0,9,0,0,0,NA,NA,NA,NA,NA,NA,1,TRUE,2.72246602447109,1.46466826700344,3,10,93.75,1.53402988820415,-0.0207349382193866,1.67841655386325,4.64385618977472,0.608501839278744
"Biological Sciences",3.16666666666667,3.03333333333333,0.133333333333333,30,1,0,0,0,0,0,0,0,0,11,0,0.900900900900901,91,"Natural Sciences",3,3,10,"True",0,0,0,0,0,0,11,0,0,0,NA,NA,NA,NA,NA,NA,1,TRUE,2.01197264166608,0.180572245641821,3,10,90.0900900900901,0.838612430468205,-1.23747559576877,1.53734292615171,4.90689059560852,0.880893390115584
