org_key,display_name,institution_state,carnegie_code_2021,dr_ft_tot_all_races_v,dr_ft_ra_all_v,dr_ft_fel_all_v,dr_ft_trn_all_v,dr_ft_ta_all_v,dr_ft_ots_all_v,dr_ft_tot_fed_all_v,dr_ft_tot_nfed_inst_v,pd_tot_all_v,pd_tot_fed_all_v,total_dr_ft,ra_share,fellow_trainee_share,ta_other_share,federal_support_share,institutional_support_share,postdocs_per_100_doctoral,car_group,f_award_years,f31_award_years,f32_award_years,t32_award_years,f_unique_projects,t32_unique_projects,f_total_cost,t32_total_cost,f_awards_per_100_doctoral,t32_awards_per_100_doctoral,expected_f_award_years,f_training_residual,f_training_ratio,f_training_residual_rank_over,f_training_residual_percentile,ra_share_peer_z,ta_other_share_peer_z,ra_share_percentile,ta_other_share_percentile,obligation_risk_z,obligation_risk_rank_over,obligation_risk_percentile
TEMPLE UNIVERSITY,Temple University,PA,15,728,272,101,0,259,96,213,403,119,69,728,0.37362637362637363,0.13873626373626374,0.4876373626373626,0.2925824175824176,0.5535714285714286,16.346153846153847,temple_carnegie_code,69,58,11,13,43,3,2584000,4450540,9.478021978021978,1.7857142857142858,36.69584622575556,0.6772254488693056,1.8684882064028978,41,86.75496688741721,-0.30367193606598086,0.30589372543848814,36.17021276595745,64.53900709219859,0.609565661504469,47,67.37588652482269
