"Productivity","ProductivityWithDeptCollabs","ProductivityWithoutDeptCollabs","WindowedGroupSize","scale_log_funded_per_faculty_p1","scale_uniform_percentile100","Area","scale_log_unfunded_per_faculty_p1","scale_tt_headcount","CONTROL"
1.51869047619048,0.921150793650794,0.597539682539683,3.44916666666667,-0.0681273275101379,-1.50667640644696,"Engineering",-0.115157560760434,-0.965342621453957,1
1.42777777777778,0.516622574955908,0.911155202821869,3.10299823633157,-0.970140520414933,-1.08139942510097,"Health",-0.440415554126128,-0.058681486187586,1
1.56925243215566,0.504403481822837,1.06484895033282,2.12089093701997,-0.686907909158857,-1.96931250967615,"Mathematical Sciences",-0.146500280007828,-0.798307088573762,1
1.97321428571429,0.866071428571429,1.10714285714286,4.39285714285714,-0.922008838469059,-1.13648872567749,"Psychological Sciences",-0.360474220378622,-0.616094019641953,1
0.890266106442577,0.30578898225957,0.584477124183007,2.03685807656396,-0.476646050147455,-1.66738920768564,"Sociology",-0.680335870439441,-0.668584281240334,1
1.30415249433107,0.522611961451247,0.781540532879819,2.43312783446712,-0.891634049600155,0.300592112660341,"Health",-0.86885569948369,0.83646543759746,1
1.51457671957672,0.954656084656085,0.559920634920635,6.28285714285714,0.138916929065866,-0.278712920552384,"Physical Sciences",-0.032132245512378,-0.701200239643411,1
2.20125661375661,1.15714285714286,1.04411375661376,3.69563492063492,-0.46764492272805,-0.14430446398514,"Psychological Sciences",-0.398128251839589,-0.730422888205785,1
1.05515873015873,0.187723214285714,0.867435515873016,1.28623511904762,-0.77071774676423,-0.202708392125247,"Sociology",0.058263805605515,-0.524298849239042,1
0.702862811791383,0.0476190476190476,0.655243764172336,0.947278911564626,-0.667731568024777,-0.405831293833397,"Anthropology",-0.124401978199476,0.177431008226397,1
1.51575975945135,0.870237524676777,0.645522234774571,5.77913114922461,-0.181175278968345,0.165987123515817,"Biological Sciences",-0.280477759872864,-0.0626894474541817,1
2.05564574314574,1.14989177489177,0.905753968253968,5.94904401154401,1.56761725160735,0.280309228438656,"Chemical Sciences",1.47627124810226,-0.965032109249634,1
2.19365079365079,1.42818903318903,0.765461760461761,5.42253968253968,-0.152198332821873,0.610168985010087,"Computational Sciences",0.336332687865648,-0.487464339001257,1
0,0,0,0,0.352214732398795,0.373808801930558,"Earth Sciences",-0.216396094671374,-0.944848815968656,1
1.95771053791887,1.00170855379189,0.956001984126984,4.15740189594356,-0.118781232265805,0.500946435571158,"Engineering",0.208430046195079,1.09812741834729,1
1.84124149659864,0.915269274376417,0.925972222222222,4.22905328798186,-0.855246529829614,0.225889867375945,"Health",-0.945626802583422,1.30446832298054,1
1.53375220458554,0.533597883597884,1.00015432098765,2.36628086419753,-0.270561831936684,0.550057331287763,"Mathematical Sciences",-0.0656519116687998,-0.395500974487672,1
2.14575337597726,1.4271144278607,0.71863894811656,5.64068941009239,-0.312687722483753,-0.350642783730233,"Medical Sciences",-0.77059754194262,-0.561737004471052,1
1.55582010582011,0.817989417989418,0.737830687830688,4.63361823361823,3.7014395260418,0.422980499958804,"Physical Sciences",2.1182013622922,-1.12920548497104,1
1.15220899470899,0.2,0.952208994708995,1.14222222222222,-0.405311365313798,0.0326867389469591,"Political Science",0.330934872708889,-0.223011444986388,1
2.55965608465608,1.54510582010582,1.01455026455026,6.86499118165785,2.39666910991394,0.661845248639897,"Psychological Sciences",2.0626160997896,-1.05794426105421,1
0.937373737373737,0.0834920634920635,0.853881673881674,0.94949494949495,1.49376694632454,0.554885133164611,"Sociology",1.05864069318651,-1.13953996807902,1
0.835034013605442,0.499787414965986,0.335246598639456,2.89434523809524,7.75715408208649e-05,-0.894643811889983,"Biological Sciences",1.1469638862867,-0.986324374688908,0
0.9375,0.125,0.8125,1.1875,-0.691764098050844,0.972912320219898,"Health",-0.590094659759019,-0.996083329681908,0
1.49038461538462,0.807570207570208,0.682814407814408,4.27921245421245,0.99569878973364,0.150250238704777,"Psychological Sciences",1.20197864388723,-1.00790667900035,0
1.42794784580499,0.852947845804989,0.575,3.0780612244898,1.24693219969114,-0.328973979673556,"Sociology",-0.423699270317683,-1.04894433589399,0
0.535714285714286,0,0.535714285714286,0.732142857142857,0.164833608070077,1.07806385026695,"Anthropology",0.986910778924265,-1.01560123966791,1
1.0959595959596,0.731421356421356,0.36453823953824,4.70075757575758,-0.402270090813949,1.45389611650857,"Biological Sciences",-0.853453778374835,-0.760094054396624,1
2.95348324514991,2.43871252204586,0.514770723104056,9.63701499118166,-0.280271796747265,1.21829694970942,"Chemical Sciences",-0.950790467604399,0.211722891743469,1
0.905092592592593,0.630952380952381,0.274140211640212,3.06448412698413,-0.0418313361197375,0.736775830903121,"Computational Sciences",0.796263262202948,-0.951964720651052,1
0.4,0.2,0.2,1.4,0.294050308165406,0.498882631393184,"Economics",3.31525620298457,-0.927770644730905,1
1.37460317460317,0.149206349206349,1.22539682539683,1.41111111111111,-0.0288686733786109,1.37672556035405,"Mathematical Sciences",-0.809479701136568,-0.60328539121364,1
1.80442176870748,1.21386054421769,0.590561224489796,7.60263605442177,1.1999349375331,0.832301661923663,"Physical Sciences",0.345545274746899,-1.02658006403503,1
0.391836734693878,0.0612244897959184,0.330612244897959,1.08163265306122,2.71462919137222,0.916996800312084,"Political Science",1.05640345473417,-0.930210383479155,1
1.41358024691358,0.579783950617284,0.833796296296296,3.11682098765432,0.196698356165246,0.894388434974042,"Psychological Sciences",-0.35680688703054,-0.715242291550006,1
1.46354166666667,0.211805555555556,1.25173611111111,1.51909722222222,-0.157450318913168,1.05994748335785,"Sociology",-0.852680981966758,-0.786875732019461,1
1.02986111111111,0.920734126984127,0.109126984126984,4.56666666666667,-0.957793283144042,-2.20053680071672,"Agriculture",-0.592853460355495,-0.685829885529435,1
0.63469387755102,0.285714285714286,0.348979591836735,1.14285714285714,-1.03448715742439,-1.36599874001598,"Anthropology",-0.50520691384705,-0.949728293465156,1
2.12224257224257,1.6665026331693,0.455739939073272,10.3941573858241,-0.82183453452848,-1.45526302060448,"Biological Sciences",-0.777592133011966,-0.530315023197795,1
1.71525358110724,1.15553619821913,0.559717382888115,5.14479287650019,-0.242554768721453,-0.800593012083729,"Computational Sciences",0.62693053146285,-0.792811437876484,1
3.02339402427638,2.4718253968254,0.55156862745098,9.45926704014939,-0.668255984748862,-0.415153307874004,"Engineering",-0.589355850646185,-0.0893328967881505,1
1.82066760037348,1.19506069094304,0.625606909430439,6.36539682539683,-0.990560574199087,-1.52961289680734,"Health",-0.624373585962239,-0.225355507705295,1
1.55214579659024,1.0538506760729,0.498295120517343,5.54923574368019,-0.9728481369113,-1.17532118009446,"Physical Sciences",-0.783807325120556,-0.302836082401357,1
0.890136054421769,0.269160997732426,0.620975056689342,1.88344671201814,-0.630801369364071,-0.39751815577121,"Political Science",1.74790788471329,-0.817169154810233,1
1.44358340820605,0.640895477687931,0.802687930518119,4.21328990715783,-0.544821137481358,-1.50855782381213,"Psychological Sciences",-0.173653107302774,-0.798556556686791,1
