anonymous_department_id,Area,Productivity,expected_productivity,productivity_residual,productivity_residual_z,productivity_ratio,funded_per_faculty,unfunded_per_faculty,tt_headcount,uniform_percentile100,CONTROL,AreaHasCollabNorm,productivity_direction
dept_481,Geography,0.368571428571429,1.1992885940257758,-0.47436649879072135,-1.4546407134963741,0.33504782687769646,0.75,0.916666666666667,12,82.1428571428571,0,FALSE,near_expected
dept_482,Psychological Sciences,2.66888674388674,2.114908151231876,0.1636886106655142,0.5019496908333755,1.2558901135549971,4,2,4,88.5964912280702,0,TRUE,near_expected
dept_483,Biological Sciences,1.8731135694371,1.4266180413705833,0.1688977736848536,0.5179235436043608,1.3023771317679984,2.23809523809524,1.42857142857143,21,35.6164383561644,0,TRUE,near_expected
dept_484,Mathematical Sciences,1.50798611111111,1.247314996230699,0.1097439163042887,0.3365287580841259,1.2009312430965349,0.866666666666667,4.6,15,68.8679245283019,0,FALSE,near_expected
dept_485,Chemical Sciences,1.80607142857143,2.3829663867031643,-0.18696751679319012,-0.5733342525705598,0.7628841231491628,3.66666666666667,3.2,15,72.5118483412322,0,TRUE,near_expected
dept_486,Engineering,1.34027777777778,1.9316655668123888,-0.22530108358149636,-0.6908837993575965,0.701570336115853,1.55555555555556,2.22222222222222,9,35.9375,0,TRUE,near_expected
dept_487,Economics,0.811068211068211,0.9156810160301285,-0.05615633830625877,-0.1722029195345827,0.8916693988746138,0.144736842105263,0.368421052631579,76,59.8802395209581,0,FALSE,near_expected
dept_488,Engineering,1.4349057073195,2.098761448020994,-0.24109446686877978,-0.7393140708715026,0.6910519121082965,2.3,4.2,10,59.5092024539877,0,TRUE,near_expected
dept_489,Health,2.12167366946779,1.2626543844522438,0.321830660028682,0.9868909000162459,1.6544139075679127,0.233333333333333,0.7,30,79.3478260869565,0,TRUE,near_expected
dept_490,Political Science,1.50893550893551,0.9842669570467022,0.2346090083881195,0.7194264692476334,1.5072854240523865,1.40625,3.59375,32,61.7283950617284,0,FALSE,near_expected
dept_491,Physical Sciences,1.08772780717225,1.4713227425853845,-0.16867722963934095,-0.517247247220575,0.7478543344713029,2.84615384615385,2.84615384615385,13,57.2139303482587,0,TRUE,near_expected
dept_492,Biological Sciences,1.272549760645,1.4166616477793226,-0.06148465971209616,-0.18854217045403843,0.9017415588983847,0.555555555555556,2.61111111111111,18,71.8085106382979,0,TRUE,near_expected
dept_493,Mathematical Sciences,1.48835125448029,1.1944401601931967,0.12569338267356311,0.38543765700180294,1.2361793710044395,0.526315789473684,2.73684210526316,19,57.7889447236181,0,FALSE,near_expected
dept_494,Psychological Sciences,0.77008377425044106,1.6344449713611886,-0.3976456472009485,-1.2193768941054683,0.48685696962111913,0.461538461538462,1.53846153846154,13,36.4035087719298,0,TRUE,near_expected
dept_495,Physical Sciences,0.783730158730159,1.3362320407892625,-0.2698326261622298,-0.8274393846231368,0.6014362200540885,0.947368421052632,1,19,45.273631840796,0,TRUE,near_expected
dept_496,Anthropology,0.856292517006803,0.737894242074671,0.06590705345942782,0.20210340214383754,1.1502717859955003,0.142857142857143,5.14285714285714,7,42.0289855072464,0,FALSE,near_expected
dept_497,Biological Sciences,2.51307043650794,1.4544603129328872,0.35858351804620425,1.0995932172033323,1.7036477562584107,0.418604651162791,0.697674418604651,43,67.4846625766871,0,TRUE,near_expected
dept_498,Economics,0.775637325637326,0.9451154885432171,-0.09116193727166488,-0.27954728214285185,0.829689955731675,0.5,5.15,20,86.2275449101796,0,FALSE,near_expected
dept_499,Health,1.03780952380952,1.0162717310757095,0.01062533975526081,0.03258251129060543,1.0201991594694928,0.111111111111111,0.444444444444444,18,23.3333333333333,0,TRUE,near_expected
dept_500,Political Science,0.833040027605245,0.8569500379975155,-0.012959571493551647,-0.03974041247019927,0.9736369045806954,0.142857142857143,2.35714285714286,14,62.962962962963,0,FALSE,near_expected
dept_501,Computational Sciences,2.74380341880342,3.1260753153027085,-0.0972246167370967,-0.2981384356197045,0.8796401663847652,13.9,2.1,10,86.734693877551,0,TRUE,near_expected
dept_502,Anthropology,0.924047619047619,0.946428264576783,-0.011564931883368823,-0.035463762321425465,0.9775391301864869,1.5,7,6,74.6376811594203,0,FALSE,near_expected
dept_503,Chemical Sciences,2.92745535714286,2.73635657858593,0.04988076458755941,0.15295892769485556,1.0685837484066423,22.75,7.75,4,76.7772511848341,0,TRUE,near_expected
dept_504,Physical Sciences,1.43018776616338,1.680854036479451,-0.0981668896929494,-0.3010279073853205,0.8551776955000058,3.76470588235294,1,17,83.0845771144279,0,TRUE,near_expected
dept_505,Biological Sciences,2.14423601090268,1.5990465078788585,0.1904262888030991,0.5839405466430556,1.3306089309300861,4.8,1.8,5,63.963963963964,0,TRUE,near_expected
dept_506,Computational Sciences,3.26518737672584,1.972679277221538,0.36102245386292253,1.1070721925223042,1.6390079307480527,0,1.27272727272727,22,13.265306122449,0,TRUE,near_expected
dept_507,Engineering,1.60338624338624,1.8576064696849959,-0.09317137678404341,-0.28570921080658673,0.8667334010768294,1.91666666666667,1.33333333333333,12,9.41176470588235,0,TRUE,near_expected
dept_508,Computational Sciences,2.28542087542088,2.2223923359413043,0.019370718931989384,0.059400139933991424,1.0277366449810117,0.866666666666667,2,15,37.2448979591837,0,TRUE,near_expected
dept_509,Engineering,1.38543417366947,1.9497196288229044,-0.21232897351837132,-0.6511049374736282,0.717817714533517,2.5,0.5,8,18.2481751824818,0,TRUE,near_expected
dept_510,Psychological Sciences,2.56529017857143,1.9859182973176197,0.1773381102412166,0.5438057617243085,1.2845752120883973,1.42307692307692,0.115384615384615,26,67.5438596491228,0,TRUE,near_expected
dept_511,Biological Sciences,1.12079365079365,1.1711597835837906,-0.023471105049905683,-0.07197393804870286,0.9587554933701395,0.129032258064516,1.16129032258065,31,15.4255319148936,0,TRUE,near_expected
dept_512,Political Science,0.0625,0.6510853761671702,-0.44080825357568637,-1.3517346484860353,0.160465477992191,0,2.31578947368421,19,44.4444444444444,1,FALSE,near_expected
dept_513,Sociology,0.215986394557823,0.7382253802587844,-0.3573091015798242,-1.095685230271979,0.3374496701317792,0.113636363636364,0.363636363636364,44,31.7880794701987,1,FALSE,near_expected
dept_514,Biological Sciences,0.267857142857143,1.2306594859472666,-0.5649690890539367,-1.7324727629372167,0.2481980154326763,1.9375,1.6875,16,41.0958904109589,1,TRUE,anonymous_underperformer
dept_515,Health,0.291071428571429,1.007946116510312,-0.4416399286326484,-1.3542849727634463,0.32239017020684385,0.666666666666667,10.6666666666667,12,73.9130434782609,1,TRUE,near_expected
dept_516,Engineering,1.10568783068783,1.7300631593126412,-0.25968257002705075,-0.7963143263904329,0.6492397894095459,0.466666666666667,1.1,30,48.2352941176471,1,TRUE,near_expected
dept_517,Physical Sciences,1.68741496598639,1.1361912930354277,0.2295552786374886,0.7039292512336801,1.464700488182136,0.242424242424242,0.484848484848485,33,50.7462686567164,1,TRUE,near_expected
dept_518,Political Science,0.950118203309693,1.4312869752276103,-0.2205307487684055,-0.676255609437312,0.6751684312595928,28.4444444444444,22.3333333333333,9,93.8271604938272,0,FALSE,near_expected
dept_519,Chemical Sciences,3.24305555555556,2.6491202789738804,0.15079754051026417,0.4624193371170655,1.22004772488593,4.8695652173913,0.347826086956522,23,87.7049180327869,0,TRUE,near_expected
dept_520,Mathematical Sciences,1.63044105652801,1.677014225996948,-0.01755054444944182,-0.05381859082643454,0.9730325501852466,11.125,6.5,8,92.462311557789,0,FALSE,near_expected
dept_521,Engineering,2.63057142857143,2.482531367034264,0.041630620550754394,0.1276599332702083,1.0584553713585507,3.37142857142857,0,35,81.25,0,TRUE,near_expected
dept_522,Health,2.69627496159754,1.3848967132453542,0.4381697287967703,1.3436436353627113,1.913918218814647,0.791666666666667,0.75,24,94.5652173913044,0,TRUE,near_expected
dept_523,Mathematical Sciences,0.342857142857143,1.3052587698051963,-0.5403933944843419,-1.6571116108016486,0.2898761119351487,0.37037037037037,2.25925925925926,27,84.9056603773585,0,FALSE,anonymous_underperformer
dept_524,Engineering,1.2687003968254,1.9483500636329842,-0.2620385582877003,-0.8035389437552698,0.6598945904542938,0.588235294117647,0.470588235294118,17,45.2554744525547,0,TRUE,near_expected
dept_525,Chemical Sciences,1.1827380952381,1.78295378493099,-0.24293278052666778,-0.7449512436013586,0.6725418313176467,0.166666666666667,0.125,24,6.55737704918033,0,TRUE,near_expected
dept_526,Economics,1.04513888888889,0.761654257103185,0.14921241710404187,0.457558570076212,1.3492677199741043,0.263157894736842,0.578947368421053,19,24.5508982035928,0,FALSE,near_expected
dept_527,Computational Sciences,2.76444444444444,2.0849742724633353,0.19905697468313233,0.6104064692967407,1.3182568430659032,0.692307692307692,1.61538461538462,13,17.3469387755102,0,TRUE,near_expected
dept_528,Political Science,1.26095679012346,0.9499091860020576,0.14800528194481055,0.45385690068390216,1.3110758541633822,1.96551724137931,3.13793103448276,29,42.5925925925926,0,FALSE,near_expected
dept_529,Sociology,1.16361111111111,0.940159373200359,0.10900851564052383,0.33427365839017265,1.2256724967300143,0.714285714285714,2.19047619047619,21,46.3576158940397,0,FALSE,near_expected
